<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACB,20260408,10.36,10.36,10.36,10.36,100
AACG,20260408,0.95,1.02,0.95,1.01,11900
AACI,20260408,9.88,9.88,9.8549,9.87,1900
AACIU,20260408,9.99,9.99,9.99,9.99,500
AACIW,20260408,0.2741,0.2742,0.27,0.27,700
AACOU,20260408,9.95,9.95,9.95,9.95,10500
AACPU,20260408,10.03,10.05,10.03,10.03,243600
AADR,20260408,85.85,86.88,85.85,86.2889,4100
AAEQ,20260408,48.33,48.33,48.05,48.3206,2500
AAL,20260408,12.03,12.2,11.38,11.41,100665900
AALG,20260408,9.95,10,8.8752,8.96,131600
AAME,20260408,2.29,2.395,2.29,2.36,12500
AAOI,20260408,125.12,134.4899,119.03,132.7,15028800
AAON,20260408,86,88.87,85.47,87.37,838000
AAPB,20260408,28,28.2295,27.615,28.0334,181300
AAPD,20260408,13.7,13.8,13.64,13.67,14220300
AAPG,20260408,26.56,26.56,26.56,26.56,900
AAPL,20260408,258.45,259.7499,256.53,258.9,41032700
AAPU,20260408,29.01,29.3,28.6,29.14,1553400
AARD,20260408,4.13,4.13,3.91,3.93,149300
AAUS,20260408,54.24,54.27,54.24,54.27,2400
AAVM,20260408,33.02,33.1565,33,33.1565,3400
AAXJ,20260408,103.4,103.49,101.9,102.78,1286300
ABAT,20260408,2.93,3.02,2.795,2.87,2100100
ABCL,20260408,3.49,3.52,3.39,3.43,2466100
ABCS,20260408,30.91,30.99,30.8581,30.8581,3500
ABEO,20260408,4.96,4.98,4.825,4.87,626800
ABI,20260408,24.91,24.91,24.91,24.91,100
ABIG,20260408,30.585,30.63,30.39,30.4833,10700
ABLV,20260408,0.6283,0.6283,0.625,0.625,1100
ABNB,20260408,130.99,134.26,130.49,131.4,3797200
ABNG,20260408,16.4,16.4,15.8794,15.8794,1300
ABOS,20260408,2.76,2.78,2.54,2.58,375500
ABSI,20260408,3.06,3.11,2.92,2.99,3208400
ABTC,20260408,0.95,1.01,0.89,0.9641,13196400
ABTS,20260408,1.32,1.36,1.15,1.36,47700
ABUS,20260408,4.58,4.6,4.35,4.38,1967800
ABVC,20260408,1.49,1.54,1.38,1.42,117600
ABVE,20260408,0.89,0.8962,0.7692,0.7964,1543800
ABVEW,20260408,0.308,0.308,0.2101,0.2101,22100
ABVX,20260408,120.3,120.75,117,118.96,438800
