<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACB,20260421,10.4,10.4,10.37,10.38,66500
AACBR,20260421,0.4,0.4,0.2776,0.2776,5800
AACG,20260421,1.05,1.07,1.03,1.04,3700
AACI,20260421,9.9,9.9,9.9,9.9,60000
AACIU,20260421,10.01,10.01,10.01,10.01,300
AACIW,20260421,0.23,0.26,0.23,0.26,5200
AACO,20260421,9.875,9.875,9.87,9.87,16100
AACOW,20260421,0.305,0.35,0.305,0.35,10000
AACPU,20260421,10.05,10.06,10.04,10.05,118900
AADR,20260421,86.46,86.46,84.1,84.335,1800
AAEQ,20260421,50.3053,50.3053,50.3053,50.3053,100
AAL,20260421,12.06,12.2,11.6,11.77,65540100
AALG,20260421,9.83,10.01,9.08,9.3281,108600
AAME,20260421,2.46,2.58,2.46,2.465,7000
AAOI,20260421,164.49,173.4099,149.6801,150.57,10314900
AAON,20260421,98.61,100.47,94.8364,95.74,640700
AAPB,20260421,30.7,31,29.3236,29.563,141600
AAPD,20260421,13.06,13.3403,12.99,13.3,4821000
AAPG,20260421,26.72,26.72,25.6,25.65,4700
AAPL,20260421,271.5,272.8,265.4,266.17,50209700
AAPU,20260421,31.81,32.17,30.4206,30.62,2874900
AARD,20260421,5.66,5.83,5.33,5.37,168000
AAUS,20260421,56.93,56.93,56.3659,56.3659,100
AAVM,20260421,33.71,33.71,33.4103,33.4103,700
AAXJ,20260421,107.69,107.96,105.98,106.13,982700
ABAT,20260421,3.49,3.49,3.27,3.31,4636300
ABCL,20260421,3.92,4,3.83,3.99,3867300
ABCS,20260421,32.32,32.41,31.9626,31.9626,600
ABEO,20260421,5.5,5.595,5.365,5.38,727100
ABI,20260421,24.865,24.865,24.865,24.865,100
ABIG,20260421,32.27,32.28,32.1707,32.1707,1100
ABLV,20260421,0.72,0.868,0.719,0.844,142900
ABLVW,20260421,0.0189,0.0189,0.0189,0.0189,1100
ABNB,20260421,143.88,145.77,142.18,142.65,3310400
ABNG,20260421,18.85,19.2299,18.562,18.562,1200
ABOS,20260421,2.88,2.88,2.72,2.73,278100
ABSI,20260421,3.93,4.0986,3.765,3.9,6080600
ABTC,20260421,1.3,1.32,1.2,1.24,23593300
ABTS,20260421,1.5,1.54,1.35,1.41,47900
ABUS,20260421,4.6,4.63,4.415,4.43,914600
ABVC,20260421,1.3,1.31,1.225,1.27,50700
ABVE,20260421,0.7098,0.7098,0.5792,0.5801,6066200
ABVEW,20260421,0.26,0.26,0.1501,0.1945,32100
ABVX,20260421,115.01,116.99,111.28,111.43,756100
ACAA,20260421,9.91,9.91,9.89,9.89,800
ACAAU,20260421,10.04,10.04,10.04,10.04,3000
ACAAW,20260421,0.44,0.44,0.44,0.44,1000
ACAD,20260421,22.11,22.18,21.7,21.8,991700
ACB,20260421,3.75,3.75,3.56,3.56,905400
ACCL,20260421,1.45,1.51,1.43,1.43,21200
ACDC,20260421,6.1,6.595,6.1,6.54,1451300
ACEP,20260421,18.7,18.7,18.664,18.664,600
ACET,20260421,8.68,8.68,7.96,8.06,174500
ACFN,20260421,18.01,19,17.835,17.96,56700
ACGCU,20260421,9.98,10.0225,9.98,10,63900
ACGL,20260421,98.33,99.16,97.66,98.85,2394500
ACGLN,20260421,17.27,17.27,17.15,17.24,21000
ACGLO,20260421,20.55,20.6456,20.45,20.465,22100
ACHC,20260421,28.05,28.27,27.38,27.44,1709600
ACHV,20260421,4.365,4.45,4.01,4.21,1527400
ACIC,20260421,11.91,11.96,11.8,11.86,84300
ACIU,20260421,3.03,3.03,2.87,2.87,93600
ACIW,20260421,45.21,46.04,44.06,44.22,1342900
ACLS,20260421,131.98,137.44,130.05,133.19,1209800
ACLX,20260421,115.07,115.07,114.98,114.98,723800
ACMR,20260421,50.6,52.37,50.6,51.21,1031200
ACNB,20260421,51.66,52.14,49.9,50.09,91700
ACNT,20260421,14.2,14.39,14.03,14.03,55400
ACOG,20260421,6.9,6.99,6.69,6.88,43000
ACON,20260421,3.5,3.55,3.38,3.53,66700
ACRS,20260421,4.24,4.325,4.1415,4.17,1711500
ACRV,20260421,1.85,1.873,1.75,1.76,512600
ACT,20260421,43.3,43.58,43.0801,43.23,239400
ACTG,20260421,4.98,5.035,4.905,4.94,243300
ACTU,20260421,2.66,2.66,2.24,2.265,310900
ACWI,20260421,150.36,150.645,148.53,148.74,3359300
ACWX,20260421,73.92,73.975,72.66,72.76,1883400
ACXP,20260421,2.38,2.38,2.2313,2.32,84100
ADAC.OB,20260421,9.92,9.92,9.92,9.92,50800
ADACW,20260421,0.315,0.429,0.315,0.4,11100
ADAG,20260421,3.89,3.9977,3.73,3.8,295300
ADAM,20260421,7.95,8.06,7.79,7.83,919800
ADAMG,20260421,24.94,25.025,24.81,24.81,12200
ADAMH,20260421,25.32,25.49,25.32,25.33,17200
ADAMI,20260421,25.22,25.52,25.18,25.18,27400
ADAML,20260421,23.76,23.98,23.76,23.95,12400
ADAMM,20260421,25.2999,25.2999,25.24,25.29,8100
ADAMN,20260421,22.83,23.1,22.78,22.8,20000
ADAMO,20260421,24.84,25,24.54,24.64,40400
ADAMZ,20260421,18.719,18.83,18.719,18.8,2200
ADBE,20260421,247,254.745,245.1,247.18,5779600
ADBG,20260421,4.73,4.96,4.599,4.67,4397400
ADEA,20260421,29.66,30.1701,29.5,29.72,1760900
ADGM,20260421,1.59,1.6,1.46,1.46,34500
ADI,20260421,383,383.6,373.34,375.27,3296900
ADIL,20260421,1.65,1.67,1.57,1.59,177500
ADMA,20260421,11.12,11.33,10.635,10.78,5311000
ADP,20260421,202.24,206.1,201.82,202.87,3041200
ADPT,20260421,14.59,15.15,14.165,14.21,1531200
ADSE,20260421,11.5,11.9899,11.5,11.9899,2200
ADSEW,20260421,0.54,0.55,0.51,0.55,1600
ADSK,20260421,245.23,250.91,243.5,245.48,1441200
ADTN,20260421,17.68,17.99,17.43,17.5,2389400
ADTX,20260421,0.336,0.345,0.3023,0.308,1273300
ADUR,20260421,11.68,11.79,11.04,11.13,196500
ADUS,20260421,93.61,93.8,91.33,91.65,263400
ADV,20260421,34.06,35.27,31.735,32.49,86500
ADVB,20260421,5.04,5.04,4.72,5.03,16200
ADXN,20260421,7.04,7.04,7.03,7.03,3400
AEAQ,20260421,9.945,9.95,9.945,9.95,14200
AEAQU,20260421,10.07,10.08,10.07,10.08,600
AEAQW,20260421,0.3399,0.3399,0.3399,0.3399,500
AEBI,20260421,11.55,11.98,11.5,11.75,298700
AEC,20260421,5.85,6,5.25,5.39,39600
AEHL,20260421,0.7056,0.7205,0.6868,0.6939,75300
AEHR,20260421,90.2,99.67,89.092,93.72,4837600
AEI,20260421,1.77,1.8,1.71,1.79,9900
AEIS,20260421,384.77,397.44,380.71,385,760600
AEMD,20260421,2.36,2.445,2.34,2.35,11600
AENT,20260421,7.46,7.46,7.2,7.33,4000
AENTW,20260421,0.61,0.6101,0.6,0.6,3500
AEP,20260421,133.98,133.98,131.74,131.89,2451300
AERT,20260421,0.57,0.6099,0.57,0.597,239600
AEVA,20260421,16.03,18.22,15.6,16.53,2111900
AEYE,20260421,7.2,7.45,6.87,6.89,114200
AFBI,20260421,22.41,22.41,22.39,22.41,41000
AFCG,20260421,2.83,2.895,2.765,2.8,144800
AFJK,20260421,40.19,44.6834,40,41.38,6100
AFOS,20260421,40.65,40.71,40.2376,40.2376,9000
AFRI,20260421,9.675,9.675,9.5,9.5,3900
AFRIW,20260421,0.625,0.644,0.625,0.644,300
AFRM,20260421,67.57,68.74,64.56,64.6,6219500
AFSC,20260421,33.6893,33.6893,33.6893,33.6893,200
AFYA,20260421,15.85,15.985,15.75,15.86,36200
AGAE,20260421,0.6774,0.6999,0.54,0.585,6154100
AGCC,20260421,19.15,19.37,17.01,18.87,159500
AGEM,20260421,45.29,45.29,44.4717,44.4717,5700
AGEN,20260421,4.44,4.44,3.91,3.91,1358400
AGGA,20260421,25.23,25.23,25.18,25.185,12000
AGH,20260421,3.38,3.45,3.23,3.44,361200
AGIO,20260421,26.84,27.035,26.045,26.29,1617200
AGIX,20260421,39.21,39.42,38.6,38.72,322800
AGMB.OB,20260421,10.64,11.2,10.5,10.95,97000
AGMH,20260421,0.95,0.96,0.8888,0.9214,79200
AGMI,20260421,71.5388,71.5388,71.5388,71.5388,600
AGNC,20260421,10.825,11.12,10.81,10.91,20012400
AGNCL,20260421,24.65,24.75,24.48,24.65,6200
AGNCM,20260421,24.57,24.76,24.57,24.73,45600
AGNCN,20260421,25.54,25.5869,25.4458,25.58,10400
AGNCO,20260421,25.12,25.25,25.12,25.25,41400
AGNCP,20260421,24.58,24.69,24.55,24.64,124200
AGNCZ,20260421,25.27,25.38,25.27,25.38,72600
AGNG,20260421,36.26,36.26,35.18,35.51,13900
AGPU,20260421,4.49,5,4.21,4.88,211100
AGRZ,20260421,0.4335,0.4413,0.4005,0.4389,323900
AGYS,20260421,68.31,69.83,67.6,67.93,220200
AGZD,20260421,22.61,22.625,22.595,22.6211,14200
AHCO,20260421,12.71,12.75,12.11,12.15,1468200
AHG,20260421,1.97,1.99,1.91,1.98,179800
AHMA,20260421,1.3,1.3199,1.19,1.25,186900
AIA,20260421,120.95,121.2147,118.56,118.56,312700
AIDX,20260421,1.8,1.805,1.71,1.715,20600
AIFC,20260421,0.94,0.9797,0.858,0.8605,3314900
AIFD,20260421,46.19,46.27,45,45.6313,27000
AIFF,20260421,1.9,2.36,1.85,2.21,3839200
AIFU,20260421,1.45,1.46,1.4,1.42,6600
AIHS,20260421,1.3,1.37,1.2332,1.25,50900
AIIO,20260421,0.7,0.7074,0.6712,0.6813,287900
AIIOW,20260421,0.014,0.0179,0.014,0.0169,17200
AIMD,20260421,1.82,1.94,1.8109,1.88,12200
AIMS.OB,20260421,26.5,26.5,26.2256,26.2256,1500
AIOS,20260421,0.57,0.589,0.5548,0.5572,215800
AIOT,20260421,3.49,3.69,3.44,3.58,1878600
AIP,20260421,23,24.0992,22.85,23.58,725900
AIPI,20260421,36.22,36.4811,36.145,36.25,184800
AIPO,20260421,29.54,29.66,28.96,29.02,552600
AIQ,20260421,54.2,54.5498,53.55,53.69,1589800
AIRE,20260421,0.28,0.2925,0.2725,0.2795,1365800
AIRG,20260421,6.56,6.71,6.3001,6.37,73900
AIRJ,20260421,3.25,3.3799,3.24,3.27,277800
AIRJW,20260421,0.64,0.64,0.64,0.64,100
AIRO,20260421,8.64,8.955,8.325,8.4,498700
AIRR,20260421,124.69,125.25,122.27,123.06,740500
AIRS,20260421,2.64,2.73,2.44,2.45,1523000
AIRT,20260421,20.6576,21.7,20.6576,21.7,3000
